Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.142,0.538,2.386,0.0000
knnu mmr,18,0.249,0.104,0.414,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.641,0.523,0.559,0.0064
knni mmr,21,0.256,0.212,0.181,0.1265
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.502,0.365,0.399,0.0011
svd mmr,19,0.236,0.203,0.167,0.2668
