Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.229,0.232,0.020,0.3621
knnu mmr,25,0.181,0.182,0.014,0.9164
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.234,0.236,0.025,0.9867
knni mmr,29,0.181,0.183,0.017,0.5404
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.249,0.246,0.028,0.0470
svd mmr,27,0.250,0.248,0.027,0.7287
