Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.029,1.044,0.461,0.9889
knnu mmr,0.000,1.633,0.919,1.007,0.533,0.0672
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.673,0.984,1.033,0.343,0.5291
knni mmr,0.000,1.414,0.889,0.894,0.454,0.0141
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.058,1.181,0.598,0.567,0.343,0.2638
svd mmr,0.093,1.268,0.736,0.818,0.334,0.3630
