Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.235,0.236,0.024,0.6321
knnu mmr,25,0.172,0.168,0.017,0.3211
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.239,0.235,0.021,0.0572
knni mmr,29,0.172,0.171,0.016,0.0574
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.255,0.246,0.024,0.0409
svd mmr,27,0.251,0.250,0.028,0.3497
