Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.053,1.132,0.472,0.9141
knnu mmr,0.000,1.633,0.883,1.000,0.467,0.0359
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,1.021,1.089,0.365,0.1624
knni mmr,0.000,1.632,0.933,1.065,0.472,0.0096
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.741,0.804,0.385,0.9870
svd mmr,0.093,1.268,0.736,0.818,0.334,0.3869
