Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.046,1.155,0.456,0.9306
knnu mmr,0.000,1.633,0.946,0.982,0.418,0.8437
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.595,0.944,1.039,0.408,0.1285
knni mmr,0.000,1.673,0.764,0.894,0.505,0.0451
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.186,0.602,0.607,0.325,0.5103
svd mmr,0.118,1.268,0.722,0.770,0.323,0.6436
