Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.234,0.232,0.024,0.8654
knnu mmr,25,0.189,0.191,0.023,0.9823
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.236,0.230,0.021,0.0894
knni mmr,29,0.187,0.185,0.015,0.5786
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.254,0.247,0.025,0.1841
svd mmr,27,0.255,0.254,0.027,0.5135
