Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.232,0.233,0.020,0.6359
knnu mmr,25,0.178,0.177,0.017,0.8391
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.237,0.234,0.020,0.1080
knni mmr,29,0.183,0.184,0.017,0.6551
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.251,0.245,0.026,0.2186
svd mmr,27,0.254,0.247,0.030,0.1308
