Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.234,0.232,0.022,0.5761
knnu mmr,25,0.180,0.179,0.018,0.6857
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.239,0.237,0.024,0.0344
knni mmr,29,0.175,0.172,0.015,0.6351
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.251,0.247,0.022,0.1613
svd mmr,27,0.253,0.249,0.027,0.1701
