Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.138,0.542,2.421,0.0000
knnu mmr,19,0.226,0.091,0.348,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.654,0.528,0.583,0.0025
knni mmr,20,0.248,0.242,0.175,0.1027
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.481,0.333,0.383,0.0037
svd mmr,19,0.248,0.223,0.190,0.1462
