Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.076,0.496,2.374,0.0000
knnu mmr,18,0.241,0.134,0.379,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.585,0.423,0.548,0.0020
knni mmr,21,0.247,0.214,0.196,0.1746
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.416,0.268,0.373,0.0006
svd mmr,19,0.235,0.189,0.187,0.0407
