Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.232,0.236,0.020,0.5842
knnu mmr,25,0.177,0.176,0.016,0.3214
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.237,0.236,0.019,0.1075
knni mmr,29,0.175,0.175,0.015,0.4237
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.252,0.244,0.026,0.1816
svd mmr,27,0.253,0.249,0.029,0.4590
