Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.022,1.069,0.481,0.7433
knnu mmr,0.000,1.789,0.775,0.816,0.569,0.0866
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.014,1.069,0.356,0.2230
knni mmr,0.000,1.548,0.814,0.816,0.524,0.0430
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.700,0.763,0.378,0.8183
svd mmr,0.101,1.268,0.735,0.818,0.336,0.3467
