Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,1.958,1.044,1.044,0.500,0.6808
knnu mmr,0.000,1.732,1.022,1.094,0.392,0.5662
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,1.022,1.082,0.386,0.4495
knni mmr,0.000,1.595,0.882,1.000,0.485,0.1440
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.155,0.607,0.643,0.357,0.1004
svd mmr,0.093,1.268,0.723,0.799,0.330,0.5371
