Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.231,0.231,0.021,0.5735
knnu mmr,25,0.178,0.182,0.017,0.2967
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.236,0.233,0.024,0.4604
knni mmr,29,0.180,0.179,0.015,0.0068
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.252,0.250,0.024,0.2519
svd mmr,27,0.250,0.247,0.027,0.3570
