Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.237,0.235,0.022,0.7750
knnu mmr,25,0.169,0.165,0.016,0.2397
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.238,0.234,0.021,0.4615
knni mmr,29,0.172,0.173,0.018,0.0498
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.254,0.250,0.024,0.6195
svd mmr,27,0.253,0.249,0.029,0.3126
