Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.021,1.000,0.480,0.5889
knnu mmr,0.000,1.826,0.868,0.845,0.609,0.0841
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.732,1.021,1.069,0.361,0.3922
knni mmr,0.000,1.491,0.881,1.000,0.460,0.0573
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.702,0.702,0.372,0.9613
svd mmr,0.093,1.268,0.732,0.803,0.331,0.4826
