Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.030,1.069,0.474,0.4670
knnu mmr,0.000,2.000,1.008,1.069,0.503,0.3979
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.013,1.069,0.348,0.2294
knni mmr,0.000,1.490,0.814,0.980,0.478,0.0202
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.635,0.675,0.362,0.4464
svd mmr,0.118,1.268,0.736,0.809,0.328,0.4161
