Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.019,1.044,0.455,0.9999
knnu mmr,0.000,1.690,0.906,1.000,0.511,0.1628
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.595,0.986,1.033,0.367,0.6344
knni mmr,0.000,1.680,0.894,0.894,0.439,0.7010
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.062,1.382,0.660,0.757,0.337,0.7279
svd mmr,0.118,1.268,0.738,0.818,0.332,0.3298
