Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.186,0.640,2.450,0.0000
knnu mmr,19,0.260,0.113,0.445,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.651,0.418,0.588,0.0020
knni mmr,22,0.228,0.216,0.135,0.6394
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.496,0.349,0.411,0.0014
svd mmr,19,0.253,0.204,0.181,0.1546
