Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.230,0.233,0.024,0.7866
knnu mmr,25,0.188,0.184,0.016,0.8958
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.241,0.234,0.029,0.0660
knni mmr,29,0.187,0.188,0.016,0.4208
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.246,0.243,0.029,0.6901
svd mmr,27,0.253,0.246,0.028,0.2514
