Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,0.980,1.000,0.519,0.2039
knnu mmr,0.000,1.732,0.935,1.000,0.478,0.2976
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.732,1.021,1.047,0.353,0.2882
knni mmr,0.000,1.664,0.909,1.000,0.497,0.1408
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.662,0.703,0.399,0.8279
svd mmr,0.093,1.268,0.727,0.789,0.330,0.5435
