Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.176,0.567,2.465,0.0000
knnu mmr,18,0.258,0.104,0.412,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.666,0.523,0.600,0.0023
knni mmr,21,0.233,0.185,0.186,0.0585
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.530,0.420,0.406,0.0030
svd mmr,19,0.243,0.203,0.188,0.1376
