Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,0.994,1.000,0.513,0.3251
knnu mmr,0.000,1.633,0.852,0.893,0.564,0.0752
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.595,0.984,1.044,0.355,0.4798
knni mmr,0.000,1.580,0.830,1.000,0.535,0.0062
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.680,0.645,0.393,0.9534
svd mmr,0.093,1.268,0.731,0.789,0.334,0.4903
