Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.021,0.483,2.206,0.0000
knnu mmr,15,0.335,0.155,0.477,0.0002
knni,33,0.729,0.598,0.629,0.0049
knni td,26,0.550,0.409,0.469,0.0082
knni mmr,21,0.245,0.195,0.184,0.0343
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.488,0.362,0.442,0.0005
svd mmr,19,0.239,0.223,0.179,0.0585
