Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.234,0.648,2.554,0.0000
knnu mmr,18,0.284,0.118,0.439,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.670,0.523,0.592,0.0037
knni mmr,21,0.263,0.214,0.183,0.2217
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.512,0.350,0.397,0.0020
svd mmr,19,0.241,0.224,0.165,0.4156
