Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.315,1.000,0.838,0.889,0.159,0.0000
knnu td,0.000,1.000,0.591,0.631,0.331,0.0000
knnu mmr,0.000,1.000,0.701,0.793,0.265,0.0089
knni,0.000,1.000,0.778,0.821,0.225,0.0000
knni td,0.000,0.990,0.713,0.859,0.296,0.0000
knni mmr,0.000,1.000,0.761,0.864,0.290,0.0000
svd,0.000,1.000,0.800,0.917,0.272,0.0000
svd td,0.000,1.000,0.726,0.841,0.238,0.0001
svd mmr,0.000,0.967,0.595,0.583,0.247,0.1384
