Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.048,1.155,0.453,0.9235
knnu mmr,0.000,1.789,1.123,1.190,0.466,0.4107
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.706,1.014,1.082,0.366,0.2696
knni mmr,0.000,1.788,0.811,0.880,0.595,0.0378
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.175,0.625,0.697,0.334,0.6841
svd mmr,0.093,1.268,0.732,0.809,0.329,0.4827
