Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.232,0.231,0.024,0.7695
knnu mmr,25,0.182,0.177,0.015,0.3943
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.238,0.239,0.026,0.1584
knni mmr,29,0.184,0.184,0.016,0.6501
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.248,0.250,0.030,0.2715
svd mmr,27,0.252,0.247,0.029,0.1645
