Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.026,1.134,0.484,0.6128
knnu mmr,0.000,1.633,0.855,0.991,0.578,0.0407
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,1.008,1.069,0.362,0.3191
knni mmr,0.000,1.763,0.958,0.894,0.499,0.4228
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.059,1.549,0.697,0.763,0.367,0.7883
svd mmr,0.093,1.268,0.731,0.818,0.332,0.4367
