Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.234,0.235,0.022,0.9995
knnu mmr,25,0.192,0.186,0.018,0.2385
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.238,0.238,0.022,0.8288
knni mmr,29,0.195,0.194,0.017,0.1523
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.253,0.251,0.026,0.2164
svd mmr,27,0.255,0.254,0.031,0.4899
