Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,24,1.081,0.475,2.296,0.0000
knnu mmr,19,0.249,0.083,0.467,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.595,0.418,0.501,0.0089
knni mmr,21,0.232,0.208,0.146,0.5109
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.453,0.321,0.334,0.0046
svd mmr,19,0.237,0.204,0.175,0.0732
