Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.315,1.000,0.838,0.889,0.159,0.0000
knnu td,0.000,1.000,0.601,0.631,0.323,0.0000
knnu mmr,0.000,1.000,0.656,0.808,0.359,0.0004
knni,0.000,1.000,0.778,0.821,0.225,0.0000
knni td,0.000,1.000,0.735,0.865,0.274,0.0000
knni mmr,0.000,1.000,0.751,0.832,0.271,0.0000
svd,0.000,1.000,0.800,0.917,0.272,0.0000
svd td,0.000,0.976,0.737,0.847,0.235,0.0001
svd mmr,0.000,1.000,0.585,0.573,0.267,0.2106
