Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.224,0.223,0.025,0.1512
knnu mmr,25,0.204,0.200,0.018,0.8355
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.225,0.228,0.020,0.4162
knni mmr,29,0.202,0.198,0.019,0.2029
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.243,0.238,0.023,0.3399
svd mmr,27,0.259,0.254,0.032,0.2517
