Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.151,0.538,2.422,0.0000
knnu mmr,18,0.273,0.102,0.462,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.637,0.528,0.548,0.0038
knni mmr,22,0.233,0.190,0.179,0.2613
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.517,0.409,0.399,0.0010
svd mmr,19,0.252,0.232,0.187,0.0378
