Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.015,1.155,0.481,0.5582
knnu mmr,0.000,1.549,0.988,1.041,0.388,0.3458
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.014,1.069,0.355,0.3405
knni mmr,0.000,1.549,0.839,1.131,0.535,0.0026
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.647,0.746,0.351,0.3613
svd mmr,0.093,1.268,0.732,0.818,0.330,0.4963
