Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.148,0.566,2.478,0.0000
knnu mmr,15,0.345,0.167,0.535,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,26,0.669,0.513,0.562,0.0044
knni mmr,21,0.252,0.266,0.165,0.3058
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.486,0.333,0.409,0.0011
svd mmr,19,0.238,0.203,0.175,0.0737
