Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.023,1.069,0.481,0.7129
knnu mmr,0.000,1.581,0.834,0.894,0.458,0.0862
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.018,1.069,0.353,0.2174
knni mmr,0.000,1.548,0.856,0.894,0.464,0.0725
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.660,0.732,0.338,0.5012
svd mmr,0.093,1.268,0.736,0.818,0.337,0.3381
