Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.025,1.000,0.481,0.6407
knnu mmr,0.000,2.000,0.902,0.947,0.532,0.2138
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.011,1.069,0.351,0.2454
knni mmr,0.000,1.549,0.918,0.970,0.482,0.0283
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.654,0.688,0.334,0.7385
svd mmr,0.118,1.268,0.738,0.818,0.333,0.3554
