Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.121,0.572,2.262,0.0000
knnu mmr,17,0.310,0.113,0.539,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.627,0.528,0.569,0.0013
knni mmr,21,0.278,0.208,0.204,0.0727
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.462,0.335,0.385,0.0024
svd mmr,19,0.245,0.203,0.178,0.1458
