Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.229,0.232,0.022,0.9191
knnu mmr,25,0.184,0.185,0.015,0.9548
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.235,0.234,0.022,0.1752
knni mmr,29,0.187,0.187,0.015,0.2631
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.244,0.244,0.026,0.6838
svd mmr,27,0.249,0.246,0.026,0.3102
