Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.233,0.237,0.022,0.2711
knnu mmr,25,0.187,0.189,0.017,0.4700
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.234,0.237,0.021,0.4806
knni mmr,29,0.188,0.188,0.016,0.3067
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.250,0.249,0.026,0.4924
svd mmr,27,0.253,0.246,0.028,0.1526
