Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,1.954,1.025,1.155,0.478,0.4121
knnu mmr,0.000,1.732,0.879,0.969,0.497,0.1229
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,0.993,1.049,0.349,0.1614
knni mmr,0.000,1.732,0.969,1.022,0.447,0.2227
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.175,0.649,0.685,0.321,0.8399
svd mmr,0.118,1.268,0.728,0.803,0.328,0.5138
