Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.124,0.502,2.326,0.0000
knnu mmr,18,0.312,0.153,0.495,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.598,0.401,0.529,0.0015
knni mmr,21,0.283,0.254,0.187,0.1594
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.460,0.328,0.380,0.0006
svd mmr,19,0.244,0.204,0.174,0.1015
