Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.233,0.231,0.021,0.9311
knnu mmr,25,0.180,0.184,0.015,0.0700
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.240,0.239,0.024,0.1959
knni mmr,29,0.179,0.180,0.016,0.9189
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.253,0.251,0.028,0.6543
svd mmr,27,0.249,0.246,0.029,0.4243
