Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.037,1.069,0.484,0.5733
knnu mmr,0.000,1.633,0.942,1.062,0.461,0.0995
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,0.999,1.069,0.357,0.2154
knni mmr,0.000,1.581,0.963,1.030,0.452,0.0524
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.662,0.721,0.339,0.6008
svd mmr,0.093,1.268,0.729,0.810,0.332,0.4980
