Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.232,0.231,0.018,0.1942
knnu mmr,25,0.187,0.185,0.017,0.9897
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.238,0.232,0.024,0.1048
knni mmr,29,0.191,0.194,0.016,0.3751
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.251,0.250,0.024,0.5225
svd mmr,27,0.253,0.248,0.026,0.7879
