Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.021,0.565,2.178,0.0000
knnu mmr,18,0.257,0.087,0.445,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.519,0.382,0.443,0.0056
knni mmr,21,0.293,0.239,0.195,0.2407
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.441,0.367,0.332,0.0019
svd mmr,19,0.242,0.203,0.191,0.0996
