Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.020,1.000,0.501,0.6737
knnu mmr,0.000,1.549,0.945,1.000,0.415,0.0283
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.706,0.986,1.033,0.370,0.6085
knni mmr,0.000,1.604,0.895,0.964,0.477,0.1179
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.155,0.635,0.601,0.338,0.2971
svd mmr,0.093,1.268,0.734,0.818,0.332,0.3551
