Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,1.947,1.002,1.134,0.508,0.1302
knnu mmr,0.000,1.633,0.915,1.053,0.491,0.0322
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.595,1.018,1.049,0.355,0.2004
knni mmr,0.000,1.632,0.884,1.033,0.510,0.0136
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.181,0.649,0.720,0.347,0.4437
svd mmr,0.093,1.268,0.736,0.818,0.330,0.3764
