Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.029,1.095,0.492,0.7561
knnu mmr,0.000,1.633,0.956,1.043,0.457,0.1388
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.528,0.988,1.031,0.364,0.2156
knni mmr,0.000,1.490,0.839,0.943,0.461,0.0956
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.058,1.414,0.622,0.571,0.361,0.6913
svd mmr,0.093,1.268,0.722,0.805,0.331,0.4858
