Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.147,0.516,2.366,0.0000
knnu mmr,18,0.276,0.090,0.528,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.625,0.423,0.558,0.0009
knni mmr,21,0.255,0.165,0.181,0.0137
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.520,0.408,0.406,0.0092
svd mmr,19,0.245,0.223,0.179,0.1561
