Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,24,1.186,0.647,2.432,0.0000
knnu mmr,17,0.263,0.089,0.489,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.523,0.418,0.461,0.0031
knni mmr,20,0.270,0.190,0.206,0.1258
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.477,0.330,0.421,0.0011
svd mmr,19,0.241,0.204,0.188,0.0190
