Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.232,0.234,0.022,0.3257
knnu mmr,25,0.204,0.206,0.021,0.9795
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.236,0.230,0.023,0.1468
knni mmr,29,0.208,0.203,0.016,0.0002
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.248,0.249,0.025,0.5866
svd mmr,27,0.257,0.253,0.029,0.5799
