Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.161,0.607,2.441,0.0000
knnu mmr,18,0.260,0.112,0.433,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.654,0.470,0.601,0.0016
knni mmr,21,0.239,0.197,0.139,0.2454
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.517,0.375,0.397,0.0023
svd mmr,19,0.243,0.224,0.175,0.1084
