Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.233,0.230,0.028,0.0837
knnu mmr,25,0.185,0.181,0.018,0.4375
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.239,0.238,0.025,0.7807
knni mmr,29,0.186,0.186,0.016,0.7866
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.244,0.242,0.025,0.3063
svd mmr,27,0.251,0.246,0.028,0.2909
