Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.151,0.672,2.385,0.0000
knnu mmr,19,0.279,0.107,0.510,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.585,0.494,0.522,0.0060
knni mmr,22,0.202,0.155,0.151,0.0816
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.482,0.354,0.433,0.0002
svd mmr,19,0.237,0.203,0.179,0.2313
