Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.029,1.044,0.472,0.4188
knnu mmr,0.000,1.633,0.820,0.898,0.524,0.0256
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.003,1.049,0.363,0.2709
knni mmr,0.000,1.511,0.782,0.894,0.512,0.0182
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.034,1.247,0.677,0.741,0.346,0.4173
svd mmr,0.118,1.268,0.736,0.818,0.330,0.3380
