Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.221,0.220,0.019,0.1053
knnu mmr,25,0.190,0.191,0.018,0.5660
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.231,0.229,0.022,0.3895
knni mmr,29,0.195,0.194,0.018,0.1825
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.239,0.245,0.023,0.6792
svd mmr,27,0.254,0.252,0.030,0.2665
