Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.230,0.231,0.021,0.9282
knnu mmr,25,0.173,0.173,0.014,0.9610
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.235,0.228,0.023,0.1126
knni mmr,29,0.176,0.175,0.018,0.1764
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.250,0.249,0.027,0.1050
svd mmr,27,0.252,0.246,0.028,0.1072
