Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.237,0.234,0.025,0.7695
knnu mmr,25,0.182,0.180,0.014,0.0605
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.233,0.226,0.021,0.0804
knni mmr,29,0.184,0.183,0.017,0.6972
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.251,0.249,0.021,0.1949
svd mmr,27,0.251,0.247,0.028,0.1979
