Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.031,1.000,0.476,0.5348
knnu mmr,0.000,1.633,0.896,1.100,0.572,0.0282
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.009,1.069,0.352,0.3273
knni mmr,0.000,1.414,0.832,0.943,0.489,0.0141
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.175,0.655,0.732,0.332,0.2873
svd mmr,0.118,1.268,0.729,0.809,0.330,0.4129
