Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.027,1.155,0.487,0.6637
knnu mmr,0.000,1.633,0.802,0.944,0.516,0.0638
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,0.993,1.082,0.360,0.1796
knni mmr,0.000,1.490,0.947,0.913,0.415,0.0361
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.261,0.649,0.697,0.334,0.9058
svd mmr,0.118,1.268,0.733,0.809,0.326,0.4506
