Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.229,0.227,0.021,0.3223
knnu mmr,25,0.199,0.200,0.023,0.9670
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.230,0.233,0.023,0.7295
knni mmr,29,0.200,0.195,0.018,0.7152
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.248,0.245,0.028,0.2230
svd mmr,27,0.256,0.256,0.029,0.6024
